Name,Disabled,Locked,Fuel Incentive,Location ID,Card IDs,Address,City,ST,Postal Code,EW Hwy,EW Exit,NS Hwy,NS Exit,Retail Price,Retail Date,Rack Price,Freight,State Tax,Fed Tax,Est Cost,Spread,OOR Range,OOR Fill,Min Pur,Min Pur Type,Stop Type,Swap Type,Rack ID,Latitude,Longitude,Trimble_POI_Name,Contain,Trimble_MAPS_StreetAddress,Trimble_MAPS_City,Trimble_MAPS_State,Trimble_MAPS_PostalCode,Heartland,TM,Delta Between Trimble MAPS POI and Heartland Coordinates
Pilot TC #68                  ,      No,    No,0,516026,GA957                                                  ,2185 US Highway 441 S         ,Dublin         ,GA,31021,I0016  ,51,U0441  ,    ,3.199,8/16/2019,1.888,0.0445,0.396,0.244,2.5725,0.626,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,32.49,82.9336, NOT FOUND, False,"2169 US-319, US-441, GA-31",Dublin,GA,31021,"32.49,-82.9336","32.490477,-82.934364",0.055
Pilot TC #6996                ,      No,    No,0,524170,NC382                                                  ,2574 Nc-24                    ,Warsaw         ,NC,28398,I0040  ,364,       ,    ,3.199,8/16/2019,1.9898,0.0416,0.3645,0.244,2.6399,0.559,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,34.9937,78.13, @Pilot Travel Center #6996, True,West College Street  (NC-24 Business),Warsaw,NC,28398,"34.9937,-78.13","34.994193,-78.12923",0.055
Flying J #682                 ,      No,    No,0,231015,NC223                                                  ,1043 Jimmie Kerr Rd           ,Haw River      ,NC,27258,I0040  ,150,I0085  ,150,3.099,8/16/2019,1.8644,0.04,0.3645,0.244,2.5129,0.586,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,36.0715,79.352, @Flying J #682, True,Jimmy Kerr Road  (NC-1928),Haw River,NC,27258,"36.0715,-79.352","36.072178,-79.352487",0.054
Love's #314                   ,      No,    No,0,516601,TN168                                                  ,6137 Epps Mill Rd             ,Christiana     ,TN,37037,I0024  ,89,       ,    ,2.929,8/16/2019,1.8701,0.04,0.284,0.244,2.4381,0.491,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.7237,86.3188, @Love's #314, True,6093 Epps Mill Road,Christiana,TN,37037,"35.7237,-86.3188","35.724008,-86.319682",0.054
Love's #361                   ,      No,    No,0,516642,IA589                                                  ,4298 S 22nd Ave E             ,Newton         ,IA,50208,I0080  ,168,       ,    ,2.839,8/16/2019,1.8698,0.022,0.325,0.244,2.4608,0.378,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.68,92.9984, @Love's #361, True,4298 South Avenue 22nd East,Newton,IA,50208,"41.68,-92.9984","41.6805,-92.997603",0.054
Love's #725                   ,      No,    No,0,527268,KY071                                                  ,325 Veterans Drive            ,Hanson         ,KY,42413,       ,    ,I0069  ,120,2.889,8/16/2019,1.9354,0.0975,0.23,0.244,2.5069,0.382,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,37.4165,87.4746, NOT FOUND, False,101 Eastlawn Road  (KY-260),Hanson,KY,42413,"37.4165,-87.4746","37.417214,-87.474991",0.054
Pilot TC #1180                ,      No,    No,0,529046,AZ116                                                  ,41112 W Indian School Rd      ,Tonopah        ,AZ,88354,I0010  ,94,       ,    ,3.179,8/16/2019,2.0767,0.0356,0.27,0.244,2.6263,0.553,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,33.4938,112.9373, @Shell #10007048, True,West Indian School Road,Tonopah,AZ,85354,"33.4938,-112.9373","33.494463,-112.937798",0.054
Pilot TC #420                 ,      No,    No,0,516276,GA197                                                  ,1881 Eatonton Rd              ,Madison        ,GA,30650,I0020  ,114,       ,    ,2.899,8/16/2019,1.8746,0.044,0.396,0.244,2.5586,0.34,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,33.5607,83.4784, @Pilot Travel Center #420, True,"Eatonton Highway  (US-129, US-441, GA-24)",Madison,GA,30650,"33.5607,-83.4784","33.560353,-83.479238",0.054
Flying J #606                 ,      No,    No,0,231010,AR289                                                  ,Hwy 108                       ,Texarkana      ,AR,71854,I0030  ,7,       ,    ,2.799,8/16/2019,1.9314,0.0462,0.228,0.244,2.4496,0.349,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,33.513,93.9492, NOT FOUND, False,AR-108,Texarkana,AR,71854,"33.513,-93.9492","33.513522,-93.948528",0.053
Flying J #703                 ,      No,    No,0,231068,OK227                                                  ,701 S Morgan Rd               ,Oklahoma City  ,OK,73013,I0040  ,140,       ,    ,2.799,8/16/2019,1.8516,0.032,0.2,0.244,2.3276,0.471,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.4588,97.6894, @Flying J #703, True,709 South Morgan Road,Oklahoma City,OK,73128,"35.4588,-97.6894","35.458313,-97.690119",0.053
Flying J #821                 ,      No,    No,0,232032,AB419                                                  ,1005 43 St. S                 ,Lethbridge Coun,AB,T1K7B8,       ,    ,S0003  ,    ,3.4058,8/15/2019,2.1938,0.077,0.17,0.1136,2.5544,0.851,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,49.6835,112.7793, NOT FOUND, False,Avenue 10 South,Lethbridge,AB,,"49.6835,-112.7793","49.683282,-112.778158",0.053
Pilot TC #335                 ,      No,    No,0,516206,LA296                                                  ,103 Grimshaw St               ,Rayville       ,LA,71269,I0020  ,138,S0137  ,    ,2.999,8/16/2019,1.9156,0.045,0.2093,0.244,2.4139,0.585,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,32.4598,91.7597, NOT FOUND, False,"South Julia Street  (US-425, LA-137)",Rayville,LA,71269,"32.4598,-91.7597","32.459076,-91.759383",0.053
Pilot TC #4555                ,      No,    No,0,524172,AL344                                                  ,3201 Buttermilk Rd            ,Cottondale     ,AL,35453,I0020  ,77,I0059  ,77,2.859,8/16/2019,1.8615,0.039,0.2175,0.244,2.362,0.497,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,33.1792,87.4472, @Pilot Travel Center #4555, True,Buttermilk Road  (Route 85),Cottondale,AL,35453,"33.1792,-87.4472","33.178888,-87.446364",0.053
Pilot TC #486                 ,      No,    No,0,516316,XT542                                                  ,12881 Fm-14                   ,Tyler          ,TX,75706,I0020  ,562,       ,    ,2.739,8/16/2019,1.9669,0.0325,0.2009,0.244,2.4443,0.295,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,32.4509,95.2831, @Pilot Travel Center #486, True,12815 State Park Highway  (FM Route 14),Tyler,TX,75706,"32.4509,-95.2831","32.450417,-95.283802",0.053
Pilot TC #592                 ,      No,    No,0,521155,CO093                                                  ,2195 HWY 6 &: 50              ,Grand Junction ,CO,81505,I0070  ,26,       ,    ,3.099,8/16/2019,2.1411,0.0265,0.2144,0.244,2.626,0.473,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,39.1124,108.6486, @Pilot Travel Center #592, True,"2189 US-6, US-50",Grand Junction,CO,81505,"39.1124,-108.6486","39.112333,-108.647611",0.053
Flying J #576                 ,      No,    No,0,518151,MN504                                                  ,8051 Bagley Ave               ,Northfield     ,MN,55057,       ,    ,I0035  ,69,2.999,8/16/2019,1.9687,0.0377,0.306,0.244,2.5564,0.443,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,44.4705,93.2945, @Flying J #576, True,8091 Bagley Avenue  (Route 46),Northfield,MN,55057,"44.4705,-93.2945","44.470506,-93.295548",0.052
Love's #273                   ,      No,    No,0,516565,XT692                                                  ,2605 E Bankhead Hwy           ,Weatherford    ,TX,76087,I0020  ,410,       ,    ,2.689,8/16/2019,1.9001,0.0415,0.2007,0.244,2.3863,0.303,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,32.7426,97.7434, @Love's #273, True,2717 East Bankhead Drive,Weatherford,TX,76087,"32.7426,-97.7434","32.74282,-97.742544",0.052
Love's #500                   ,      No,    No,0,520475,MO980                                                  ,21022 State Hwy N             ,Eagleville     ,MO,64442,       ,    ,I0035  ,106,2.789,8/16/2019,1.8698,0.0484,0.1742,0.244,2.3364,0.453,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,40.4662,93.9787, @Love's #500, True,14514 East State Highway N,Eagleville,MO,64442,"40.4662,-93.9787","40.465523,-93.979118",0.052
Love's #645                   ,      No,    No,0,527823,MI211                                                  ,1609 Nadeau Rd                ,Monroe         ,MI,48162,       ,    ,I0075  ,18,3.039,8/16/2019,1.9057,0.036,0.4041,0.244,2.5898,0.449,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.9652,83.3441, @Love's #645, True,1609 Nadeau Road,Monroe,MI,48162,"41.9652,-83.3441","41.965607,-83.344946",0.052
Pilot TC #1030                ,      No,    No,0,522767,IL500                                                  ,12680 South Kedzie            ,Alsip          ,IL,60803,       ,    ,I0057  ,353,3.059,8/16/2019,1.8174,0.035,0.7867,0.244,2.8831,0.176,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.663,87.7017, @Pilot Travel Center #1030, True,3312 127th Street,Blue Island,IL,60406,"41.663,-87.7017","41.663426,-87.700868",0.052
Pilot TC #21                  ,      No,    No,0,515989,MI746                                                  ,750 Baker Road                ,Dexter         ,MI,48130,I0094  ,167,       ,    ,3.099,8/16/2019,1.861,0.038,0.4016,0.244,2.5446,0.554,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,42.302,83.8779, @Pilot Travel Center #21, True,800 Baker Road,Dexter,MI,48130,"42.302,-83.8779","42.301749,-83.876931",0.052
Pilot TC #24                  ,      No,    No,0,515991,MI749                                                  ,1100 North Dixie Highway      ,Monroe         ,MI,48162,       ,    ,I0075  ,15,3.099,8/16/2019,1.861,0.037,0.4015,0.244,2.5435,0.555,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.925,83.3666, @Pilot Travel Center #24, True,North Dixie Highway  (MI-50),Monroe,MI,48162,"41.925,-83.3666","41.9244,-83.365974",0.052
Pilot TC #253                 ,      No,    No,0,516137,NJ196                                                  ,600 S Pennsville Auburn Rd    ,Carneys Point  ,NJ,8069,       ,    ,I0295  ,2B  ,3.159,8/16/2019,1.8598,0.0478,0.4856,0.244,2.6372,0.522,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,39.6815,75.4785, NOT FOUND, False,Hawks Bridge Road  (NJ-140),Penns Grove,NJ,8069,"39.6815,-75.4785","39.681507,-75.479471",0.052
Flying J #612                 ,      No,    No,0,231066,AZ227                                                  ,400 Transcon Lane             ,Winslow        ,AZ,86047,I0040  ,255,       ,    ,3.099,8/16/2019,2.0767,0.098,0.27,0.244,2.6887,0.41,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.0163,110.6749, @Flying J #612, True,Truck Access Road,Winslow,AZ,86047,"35.0163,-110.6749","35.016021,-110.674059",0.051
Flying J #752                 ,      No,    No,0,231795,VA236                                                  ,1530 Rest Church Rd.          ,Clear Brook    ,VA,22624,       ,    ,I0081  ,323,2.999,8/16/2019,1.8767,0.0476,0.285,0.244,2.4533,0.546,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,39.2912,78.088, @Flying J #752, True,Zachary Ann Lane,Clear Brook,VA,22624,"39.2912,-78.088","39.290527,-78.087612",0.051
Love's #302                   ,      No,    No,0,516765,OK539                                                  ,1100 E Main St                ,Boise City     ,OK,73933,       ,    ,U0287  ,    ,2.789,8/16/2019,1.9494,0.06,0.2,0.244,2.4534,0.336,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,36.7296,102.5007, NOT FOUND, False,"Main Street  (US-56, US-64, US-412)",Boise City,OK,73933,"36.7296,-102.5007","36.729085,-102.500038",0.051
Love's #667                   ,      No,    No,0,524858,NC432                                                  ,1217 Trollingwood Hawfields Rd,Mebane         ,NC,27302,       ,    ,I0085  ,152,3.089,8/16/2019,1.8644,0.0375,0.3645,0.244,2.5104,0.579,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,36.0678,79.3132, @Love's #667, True,1217 Trollingwood Hawfields Road  (NC-1981),Mebane,NC,27302,"36.0678,-79.3132","36.067641,-79.314093",0.051
Pilot TC #256                 ,      No,    No,0,516140,VA984                                                  ,110 Riverpoint Dr             ,Danville       ,VA,24540,U0058  ,    ,U0029  ,    ,2.959,8/16/2019,1.8644,0.0623,0.208,0.244,2.3787,0.58,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,36.5826,79.3542, @Pilot Travel Center #256, True,"1228 South Boston Road  (US-58, US-360)",Danville,VA,24540,"36.5826,-79.3542","36.582662,-79.355117",0.051
Pilot TC #266                 ,      No,    No,0,516148,NM044                                                  ,2681 W Amador Ave             ,Las Cruces     ,NM,88005,I0010  ,139,       ,    ,3.079,8/16/2019,2.0821,0.028,0.2288,0.244,2.5829,0.496,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,32.297,106.8101, NOT FOUND, False,2555 West Amador Avenue  (NM-342),Las Cruces,NM,88005,"32.297,-106.8101","32.296265,-106.810115",0.051
Pilot TC #373                 ,      No,    No,0,516237,IA287                                                  ,11957 Douglas Pkwy            ,Des Moines     ,IA,50323,I0080  ,126,I0035  ,126,2.859,8/16/2019,1.8698,0.0183,0.325,0.244,2.4571,0.402,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.6296,93.7801, NOT FOUND, False,11957 Douglas Avenue,Urbandale,IA,50323,"41.6296,-93.7801","41.63021,-93.780669",0.051
Pilot TC #453                 ,      No,    No,0,516304,SC506                                                  ,909 Hyatt St                  ,Gaffney        ,SC,29341,       ,    ,I0085  ,90,2.739,8/16/2019,1.8602,0.033,0.2275,0.244,2.3647,0.374,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.0786,81.7031, @Pilot Travel Center #453, True,921 Hyatt Street  (SC-105),Gaffney,SC,29341,"35.0786,-81.7031","35.078273,-81.703917",0.051
Flying J #518                 ,      No,    No,0,516325,PA337                                                  ,2210 Camp Swatara Rd          ,Myerstown      ,PA,17067,I0078  ,10,S0645  ,    ,3.459,8/16/2019,1.8707,0.038,0.741,0.244,2.8937,0.565,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,40.4631,76.3398, @Flying J #518, True,2221 Camp Swatara Road  (PA-645),Myerstown,PA,17067,"40.4631,-76.3398","40.463801,-76.340067",0.05
Flying J #743                 ,      No,    No,0,231076,UT743                                                  ,1597 S. Main St.              ,Nephi          ,UT,84648,       ,    ,I0015  ,222,3.059,8/16/2019,2.09,0.0652,0.3065,0.244,2.7057,0.353,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,39.6855,111.8376, NOT FOUND, False,"Main Street  (UT-28, UT-41)",Nephi,UT,84648,"39.6855,-111.8376","39.685703,-111.83669",0.05
Love's #248                   ,      No,    No,0,516544,OK257                                                  ,Custer City Road              ,Clinton        ,OK,73601,I0040  ,71,       ,    ,2.749,8/16/2019,1.8516,0.0758,0.2,0.244,2.3714,0.378,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.518,98.8701, NOT FOUND, False,Custer City Road,Clinton,OK,73601,"35.518,-98.8701","35.517973,-98.870987",0.05
Love's #415                   ,      No,    No,0,516824,FL428                                                  ,7150 Okeechobee Rd            ,Fort Pierce    ,FL,34945,S0070  ,    ,I0095  ,129,3.089,8/16/2019,1.9215,0.0535,0.3497,0.244,2.5687,0.52,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,27.4133,80.3975, @Love's #415, True,7124 Okeechobee Road  (FL-70),Fort Pierce,FL,34945,"27.4133,-80.3975","27.413986,-80.39776",0.05
Love's #429                   ,      No,    No,0,516831,TN455                                                  ,130 W Trinity Ln              ,Nashville      ,TN,37207,       ,    ,I0065  ,87A ,2.929,8/16/2019,1.8701,0.035,0.284,0.244,2.4331,0.496,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,36.206,86.7716, @Love's #429, True,"130 West Trinity Lane  (US-431, TN-65)",Nashville,TN,37207,"36.206,-86.7716","36.205278,-86.771717",0.05
Pilot TC #4561                ,      No,    No,0,524042,GA250                                                  ,3460 Madison Hwy              ,Valdosta       ,GA,31601,       ,    ,I0075  ,11,3.059,8/16/2019,1.8894,0.0567,0.396,0.244,2.5861,0.473,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,30.754,83.2726, @Pilot Travel Center #4561, True,3460 Madison Highway  (GA-31),Valdosta,GA,31601,"30.754,-83.2726","30.754678,-83.272899",0.05
Pilot TC #474                 ,      No,    No,0,518610,WV266                                                  ,270 Scott Fork Rd             ,Sutton         ,WV,26601,       ,    ,I0079  ,67,3.159,8/16/2019,1.9553,0.0799,0.357,0.244,2.6362,0.523,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,38.7053,80.6644, @Pilot Travel Center #474, True,270 Laurel Path Road,Sutton,WV,26601,"38.7053,-80.6644","38.70494,-80.663604",0.05
Flying J #850                 ,      No,    No,0,232082,AB438                                                  ,16806 118 Ave Nw              ,Edmonton       ,AB,T5V1M8,S0016  ,    ,       ,    ,3.2638,8/16/2019,2.0801,0.0199,0.167,0.1136,2.3806,0.883,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,53.5706,113.6117, NOT FOUND, False,16806 Avenue 118 Northwest,Jasper Place,AB,,"53.5706,-113.6117","53.571185,-113.612358",0.049
Pilot TC #11                  ,      No,    No,0,515982,OH764                                                  ,10920 Market Street           ,North Lima     ,OH,44452,I0076  ,232,S0007  ,    ,3.199,8/16/2019,1.8653,0.039,0.4822,0.244,2.6305,0.569,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,40.9593,80.6597, @Pilot Travel Center #11, True,10955 Market Street  (OH-7),North Lima,OH,44452,"40.9593,-80.6597","40.959842,-80.660301",0.049
Pilot TC #13                  ,      No,    No,0,515984,OH767                                                  ,8924 Lake Road                ,Seville        ,OH,44273,I0076  ,1,I0071  ,209,3.059,8/16/2019,1.8497,0.0396,0.4822,0.244,2.6155,0.444,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.0291,81.9066, @Pilot Travel Center #13, True,8924 Lake Road  (Route 19),Seville,OH,44273,"41.0291,-81.9066","41.029196,-81.907526",0.049
Pilot TC #195                 ,      No,    No,0,516097,OR368                                                  ,91485 Biggs Rufus Hwy         ,Wasco          ,OR,97065,I0084  ,104,U0097  ,    ,2.899,8/16/2019,2.0326,0.0775,0.0009,0.244,2.355,0.544,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,45.6685,120.8363, NOT FOUND, False,91484 Biggs Rufus Highway,Wasco,OR,97065,"45.6685,-120.8363","45.66908,-120.835729",0.049
Pilot TC #313                 ,      No,    No,0,516190,IL193                                                  ,699 State Route 203           ,East Saint Loui,IL,62201,I0070  ,4B  ,I0055  ,4B  ,3.159,8/16/2019,1.8453,0.0192,0.6218,0.244,2.7303,0.429,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,38.6516,90.1324, @Pilot Travel Center #313, True,IL-203,East Saint Louis,IL,62201,"38.6516,-90.1324","38.651447,-90.131513",0.049
Pilot TC #387                 ,      No,    No,0,516249,NV146                                                  ,791 10th St                   ,Carlin         ,NV,89822,I0080  ,280,       ,    ,3.239,8/16/2019,2.09,0.1427,0.2775,0.244,2.7542,0.485,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,40.7199,116.1067, @Pilot Travel Center #387, True,791 Fir Street,Carlin,NV,89822,"40.7199,-116.1067","40.719706,-116.105797",0.049
Flying J #672                 ,      No,    No,0,231052,MO227                                                  ,700 J Hwy.                    ,Peculiar       ,MO,64078,S0000  ,    ,U0071  ,    ,2.859,8/16/2019,1.8812,0.034,0.1842,0.244,2.3434,0.516,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,38.724,94.4516, @Flying J #672, True,MO-J,Peculiar,MO,64078,"38.724,-94.4516","38.723308,-94.451555",0.048
Love's #301                   ,      No,    No,0,517784,ID330                                                  ,4208 W Expo Pky               ,Post Falls     ,ID,83854,I0090  ,2,       ,    ,3.189,8/16/2019,1.9574,0.0319,0.33,0.244,2.5633,0.626,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,47.7115,117.0044, NOT FOUND, False,4208 West Expo Parkway,Post Falls,ID,83854,"47.7115,-117.0044","47.710872,-117.00394",0.048
Flying J #602                 ,      No,    No,0,231859,AL225                                                  ,224 41st Ave N                ,Birmingham     ,AL,35207,S0094  ,    ,I0065  ,264,2.859,8/16/2019,1.8615,0.036,0.2232,0.244,2.3647,0.494,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,33.5617,86.8318, @Flying J #602, True,Daniel Payne Drive,Birmingham,AL,35207,"33.5617,-86.8318","33.562347,-86.83154",0.047
Love's #205                   ,      No,    No,0,516509,OK108                                                  ,12225 N I 35 Service Rd       ,Oklahoma City  ,OK,73131,I0044  ,137,I0035  ,137,2.689,8/16/2019,1.8516,0.0285,0.2,0.244,2.3241,0.365,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.5939,97.4358, @Love's #205, True,"12225 I-35 Service South, I-44 Service West, OK-66 Service West",Edmond,OK,73013,"35.5939,-97.4358","35.593824,-97.436638",0.047
Love's #320                   ,      No,    No,0,516607,GA552                                                  ,3009 Hwy 257                  ,Dublin         ,GA,31021,I0016  ,49,       ,    ,3.179,8/16/2019,1.888,0.0435,0.3885,0.244,2.564,0.615,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,32.4955,82.9811, @Love's #320, True,3009 GA-257,Dublin,GA,31021,"32.4955,-82.9811","32.496105,-82.981473",0.047
Love's #355                   ,      No,    No,0,516638,IN928                                                  ,13615 Blue Lick Road          ,Memphis        ,IN,47143,       ,    ,I0065  ,16,2.789,8/16/2019,1.9251,0.0278,0.5,0.244,2.6969,0.092,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,38.4908,85.7698, @Love's #355, True,Memphis Bluelick Road,Memphis,IN,47143,"38.4908,-85.7698","38.490297,-85.769204",0.047
Love's #708                   ,      No,    No,0,526556,FL804                                                  ,2615 W C 48                   ,Bushnell       ,FL,33513,       ,    ,I0075  ,314,3.049,8/16/2019,1.8995,0.0507,0.3497,0.244,2.5439,0.505,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,28.6681,82.1473, @Love's #708, True,2613 Route 48,Bushnell,FL,33513,"28.6681,-82.1473","28.667426,-82.147395",0.047
Pilot TC #1023                ,      No,    No,0,522532,TE213                                                  ,1920 East Denman Avenue       ,Lufkin         ,TX,75901,       ,    ,U0069  ,    ,2.859,8/16/2019,1.8917,0.0615,0.2009,0.244,2.3981,0.461,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,31.3178,94.699, @Pilot Travel Center #1023, True,East Denman Avenue  (US-69),Lufkin,TX,75901,"31.3178,-94.699","31.317143,-94.699213",0.047
Pilot TC #1132                ,      No,    No,0,528448,CL075                                                  ,1850 Main Street              ,Brawley        ,CA,92227,S0078  ,    ,       ,    ,3.699,8/16/2019,2.2915,0.0225,0.73,0.244,3.288,0.411,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,32.9781,115.5033, NOT FOUND, False,291 Main Street,Brawley,CA,92227,"32.9781,-115.5033","32.977562,-115.503788",0.047
Pilot TC #324                 ,      No,    No,0,516198,WI372                                                  ,13712 Northwestern Ave        ,Franksville    ,WI,53126,I0094  ,329,       ,    ,2.999,8/16/2019,1.8316,0.0345,0.329,0.244,2.4391,0.56,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,42.7786,87.9523, NOT FOUND, False,13712 Northwestern Avenue  (Route K),Franksville,WI,53126,"42.7786,-87.9523","42.779249,-87.952039",0.047
Pilot TC #473                 ,      No,    No,0,516312,IL949                                                  ,23841 W Eames St              ,Channahon      ,IL,60410,U0006  ,    ,I0055  ,248,3.159,8/16/2019,1.8174,0.0281,0.744,0.244,2.8335,0.326,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.4582,88.1917, NOT FOUND, False,23825 West Eames Street  (US-6),Channahon,IL,60410,"41.4582,-88.1917","41.457537,-88.191885",0.047
Flying J #633                 ,      No,    No,0,231900,GA234                                                  ,3600 Ga-77                    ,Greensboro     ,GA,30669,I0020  ,138,S0077  ,    ,2.899,8/16/2019,1.8746,0.0447,0.396,0.244,2.5593,0.34,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,33.5469,83.078, @Flying J #633, True,Siloam Union Pt Road  (GA-77),Greensboro,GA,30642,"33.5469,-83.078","33.547328,-83.077382",0.046
Flying J #659                 ,      No,    No,0,231063,KS229                                                  ,2250 North Ohio               ,Salina         ,KS,67401,I0070  ,253,       ,    ,2.799,8/16/2019,1.8426,0.0342,0.2603,0.244,2.3811,0.418,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,38.8784,97.5936, @Flying J #659, True,2200 North Ohio Street,Salina,KS,67401,"38.8784,-97.5936","38.878632,-97.592795",0.046
Love's #402                   ,      No,    No,0,516839,MS440                                                  ,11332 Cedar Lake Rd           ,Biloxi         ,MS,39532,I0010  ,44,       ,    ,2.819,8/16/2019,1.8568,0.0374,0.184,0.244,2.3222,0.497,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,30.4524,88.9341, @Love's #402, True,11348 Cedar Lake Road,Biloxi,MS,39532,"30.4524,-88.9341","30.452728,-88.933432",0.046
Pilot TC #471                 ,      No,    No,0,517493,FL340                                                  ,35647 US -27                  ,Haines City    ,FL,33845,I0004  ,55,U0027  ,    ,3.099,8/16/2019,1.8995,0.0498,0.3497,0.244,2.543,0.556,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,28.1182,81.6391, @Pilot Travel Center #471, True,"US-27, FL-25",Haines City,FL,33844,"28.1182,-81.6391","28.118121,-81.638344",0.046
Love's #436                   ,      No,    No,0,516834,UT769                                                  ,25 N Redwood Rd               ,Salt Lake City ,UT,84116,I0080  ,118,       ,    ,2.979,8/16/2019,2.09,0.0178,0.3065,0.244,2.6583,0.321,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,40.7696,111.9416, @Love's #436, True,1745 West South Temple Street,Salt Lake City,UT,84116,"40.7696,-111.9416","40.76986,-111.940807",0.045
Love's #559                   ,      No,    No,0,521387,MS068                                                  ,1212 Hwy 82 East              ,Indianola      ,MS,38751,U0082  ,    ,       ,    ,2.689,8/16/2019,1.9446,0.069,0.184,0.244,2.4416,0.247,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,33.4577,90.6306, @Love's #559, True,1115 US-82,Indianola,MS,38751,"33.4577,-90.6306","33.457127,-90.630218",0.045
Love's #662                   ,      No,    No,0,523860,TE333                                                  ,1415 W 11th St                ,Quanah         ,TX,79252,       ,    ,U0287  ,    ,2.869,8/16/2019,1.9494,0.029,0.2007,0.244,2.4231,0.446,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,34.2923,99.7581, @Love's #662, True,1417 US-287,Quanah,TX,79252,"34.2923,-99.7581","34.291886,-99.757489",0.045
Pilot TC #1083                ,      No,    No,0,523875,TE341                                                  ,100 South Poplar Street       ,Stratford      ,TX,79084,U0054  ,    ,U0287  ,    ,2.859,8/16/2019,1.9494,0.06,0.2009,0.244,2.4543,0.405,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,36.3311,102.0737, @Pilot Travel Center #1083, True,177 Texas Street  (US-54),Stratford,TX,79084,"36.3311,-102.0737","36.330691,-102.073065",0.045
Pilot TC #406                 ,      No,    No,0,516266,TN744                                                  ,9211 Lewisburg Highway        ,Cornersville   ,TN,37047,       ,    ,I0065  ,22,2.959,8/16/2019,1.8701,0.049,0.284,0.244,2.4471,0.512,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.3048,86.8837, NOT FOUND, False,"8871 Lewisburg Highway  (US-31 A, TN-11)",Cornersville,TN,37047,"35.3048,-86.8837","35.304932,-86.88448",0.045
