Location ID,Name,Address,City,State,Zip Code,Latitude,Longitude,Pricing Provider,Network ID,Trimble_POI_Name,Contains,Trimble_StreetAddress,Trimble_City,Trimble_MAPS_State,Trimble_Zipcode
CO006     ,PILOT 1110                    ,15455 TERROZZA DR             ,MONUMENT       ,CO,80132,39.0577,-104.8533,COMDATA   ,Pilot                                   , @Corner Store #4136, True,"I-25, US-85, US-87",Monument,CO,80132
CO011     ,LOVES 668                     ,EAST SATE HWY 56 & I-25       ,BERTHOUD       ,CO,80513,40.3047,-104.9838,COMDATA   ,Loves                                   , @Love's #668, True,3634 CO-56,Berthoud,CO,80513
CO062     ,TA_LIMON 228                  ,I-70 & HWY 24                 ,LIMON          ,CO,80828,39.2706,-103.7062,COMDATA   ,TA                                      , @TA-Limon #228, True,9th Street,Limon,CO,80828
CO093     ,PILOT 592                     ,2195 HWY 6 & 50               ,GRAND JUNCTION ,CO,81505,39.1123,-108.6476,COMDATA   ,Pilot                                   , @Pilot Travel Center #592, True,"2201 US-6, US-50",Grand Junction,CO,81505
CO098     ,PETRO_JOHNSONS CORNER 399     ,2842 SE FRONTAGE RD           ,JOHNSTOWN      ,CO,80534,40.3625,-104.9831,COMDATA   ,TA                                      , @Petro Fuel #399, True,Southeast Frontage Road  (I-25 Frontage North),Johnstown,CO,80534
CO120     ,LOVES 517                     ,748 22 RD                     ,GRAND JUNCTION ,CO,81505,39.1142,-108.6462,COMDATA   ,Loves                                   , @Love's #517, True,734 22 Road,Grand Junction,CO,81505
CO153     ,LOVES 644                     ,I-70 EXIT 437 @ LINCOLN ST    ,BURLINGTON     ,CO,80807,39.2936,-102.2788,COMDATA   ,Loves                                   , NOT FOUND, False,South Lincoln Street  (US-385),Burlington,CO,80807
CO167     ,TA_EXPRESS WALSENBURG 649     ,455 US HWY 85                 ,WALSENBURG     ,CO,81089,37.6534,-104.7938,COMDATA   ,TA                                      , @Acorn Food Stores, True,CO-69,Walsenburg,CO,81089
CO168     ,TA_EXPRESS BRUSH 648          ,1041 N COLORADO AVE           ,BRUSH          ,CO,80723,40.2676,-103.6217,COMDATA   ,TA                                      , NOT FOUND, False,1067 Colorado Avenue  (CO-71),Brush,CO,80723
CO169     ,TA_EXPRESS GRAND JUNCTION 264 ,2222 US HWY 6                 ,GRAND JUNCTION ,CO,81505,39.0918,-108.4521,COMDATA   ,TA                                      , NOT FOUND, False,3238 F Road  (US-6),Clifton,CO,81520
CO223     ,FLYING J 619                  ,16751 EAST 32ND AVE           ,AURORA         ,CO,80011,39.7627,-104.7938,COMDATA   ,Pilot                                   , @Flying J #619, True,16687 East 32nd Avenue,Aurora,CO,80011
CO224     ,FLYING J 621                  ,2495 WILLIAMS AVE.            ,LIMON          ,CO,80828,39.2754,-103.7098,COMDATA   ,Pilot                                   , @Flying J #621, True,2481 Williams Avenue,Limon,CO,80828
CO254     ,TA_WHEAT RIDGE 174            ,I-70 & WARD ROAD EXIT 266     ,WHEAT RIDGE    ,CO,80033,39.7792,-105.1342,COMDATA   ,TA                                      , @TA-Wheat Ridge #174, True,12151 West 44th Avenue,Wheat Ridge,CO,80033
CO302     ,TA_COMMERCE CITY 148          ,I-70/I-270 EXIT 278           ,COMMERCE CITY  ,CO,80022,39.7907,-104.905,COMDATA   ,TA                                      , @TA-Commerce City #148, True,Quebec Street,Commerce City,CO,80022
CO350     ,LOVES 653                     ,US HWY 287                    ,EADS           ,CO,81036,38.4885,-102.7844,COMDATA   ,Loves                                   , @Love's #653, True,15214 US-287,Eads,CO,81036
CO434     ,LOVES 023                     ,605 N MAIN HWY 287            ,LAMAR          ,CO,81052,38.0957,-102.6202,COMDATA   ,Loves                                   , @Love's #23, True,"603 North Main Street  (US-50, US-287)",Lamar,CO,81052
CO562     ,LOVES 226                     ,6470 N ELIZABETH ST           ,PUEBLO         ,CO,81008,38.3424,-104.6234,COMDATA   ,Loves                                   , @Love's #226, True,6470 North Elizabeth Street,Pueblo,CO,81008
CO600     ,LOVES 377                     ,201 E BISON HWY               ,HUDSON         ,CO,80642,40.0779,-104.6483,COMDATA   ,Loves                                   , @Love's #377, True,201 Main Street  (CO-52),Hudson,CO,80642
CO800     ,LOVES 649                     ,1015 HOSPITAL RD              ,BRUSH          ,CO,80723,40.2668,-103.6394,COMDATA   ,Loves                                   , @Love's #649, True,18369 Hospital Road,Brush,CO,80723
CO801     ,LOVES 300                     ,1191 S 1ST STREET             ,BENNETT        ,CO,80102,39.7407,-104.4344,COMDATA   ,Loves                                   , @Love's #300, True,North Converse Road  (CO-79),Bennett,CO,80102
CO808     ,PILOT 1052                    ,708 NORTH MAIN STREET         ,LAMAR          ,CO,81052,38.097,-102.6188,COMDATA   ,Pilot                                   , @Pilot Travel Center #1052, True,198 Lampton Road,Lamar,CO,81052
CT010     ,TA_EXPRESS BRANFORD 171       ,"I-95, EXIT 56                 ",BRANFORD       ,CT,6405,41.2969,-72.7601,COMDATA   ,TA                                      , @TA-New Haven #171, True,49 East Industrial Drive,Branford,CT,6405
CT070     ,TA_SOUTHINGTON 154            ,I-84 EXIT 28                  ,MILLDALE       ,CT,6467,41.5656,-72.9131,COMDATA   ,TA                                      , NOT FOUND, False,Yankee Expressway  (I-84),Plantsville,CT,6479
CT112     ,TA_WILLINGTON 022             ,"I-84,E XIT 71                 ",WILLINGTON     ,CT,6279,41.9181,-72.2621,COMDATA   ,TA                                      , @TA-Willington #22, True,Wilbur Cross Highway  (I-84),Willington,CT,6279
CT136     ,PILOT 255                     ,433 OLD GATE LANE             ,MILFORD        ,CT,6460,41.2366,-73.0225,COMDATA   ,Pilot                                   , @Pilot Travel Center #255, True,401 Old Gate Lane,Milford,CT,6460
CT273     ,PILOT 882                     ,273 CLARKS FALLS RD           ,NORTH STONINGTO,CT,6359,41.4424,-71.8,COMDATA   ,Pilot                                   , @Pilot Dealer #882, True,587 Ct Hwy 184 Extended,North Stonington,CT,6359
FL008     ,LOVES 724                     ,I-75 & HWY 414 EXIT 441       ,ELLISVILLE     ,FL,32025,30.0021,-82.599,COMDATA   ,Loves                                   , @Love's #724, True,"I-75, FL-93",Lake City,FL,32024
FL018     ,LOVES 603                     ,I-95 EXIT 366 @ PECAN PARK RD ,JACKSONVILLE   ,FL,32218,30.5172,-81.6322,COMDATA   ,Loves                                   , @Love's #603, True,346 Pecan Park Road,Jacksonville,FL,32218
FL026     ,PILOT 1128                    ,7900 STATE ROUTE 60           ,BARTOW         ,FL,33830,33.2104,-84.0562,COMDATA   ,Pilot                                   , @Pilot Travel Center #4560, True,110 Short Road,Jackson,GA,30233
FL030     ,PILOT 424                     ,4032 W. HWY 326               ,OCALA          ,FL,34482,29.2658,-82.1889,COMDATA   ,Pilot                                   , @Pilot Travel Center #424, True,4016 FL-326,Ocala,FL,34482
FL031     ,PILOT 425                     ,33333 BLUE STAR HWY           ,MIDWAY         ,FL,32343,30.4931,-84.4296,COMDATA   ,Pilot                                   , @Flying J #623, True,"32670 Memorial Blue Star Highway  (US-90, FL-10)",Midway,FL,32343
FL035     ,LOVES 228                     ,1800 SR 559                   ,POLK CITY      ,FL,33868,28.1553,-81.8003,COMDATA   ,Loves                                   , @Love's #228, True,Bay Lake Resort Road,Auburndale,FL,33823
FL045     ,PILOT EXPRESS 1149            ,3515 ZOO PARKWAY              ,JACKSONVILLE   ,FL,32226,30.4141,-81.573,COMDATA   ,Pilot                                   , NOT FOUND, False,3821 Zoo Parkway  (FL-105),Jacksonville,FL,32226
FL071     ,TA_MARIANNA 178               ,2112 HWY 71                   ,MARIANNA       ,FL,32448,30.7182,-85.1839,COMDATA   ,TA                                      , @TA-Marianna #178, True,FL-71,Marianna,FL,32448
FL073     ,LOVES 495                     ,17308 PARK 78 DR              ,NORTH FT MYERS ,FL,33917,26.7135,-81.8149,COMDATA   ,Loves                                   , @Love's #495, True,17308 Park 78 Drive,North Fort Myers,FL,33917
FL074     ,LOVES 561                     ,17750 STATE HIGHWAY 285 DR S  ,MOSSY HEAD     ,FL,32435,30.7344,-86.3493,COMDATA   ,Loves                                   , @Love's #561, True,FL-285,Defuniak Springs,FL,32433
FL088     ,PILOT 500                     ,8059 STATE HWY 6 W            ,JASPER         ,FL,32052,30.5163,-83.0591,COMDATA   ,Pilot                                   , @Pilot Travel Center #500, True,8059 FL-6,Jennings,FL,32053
FL160     ,LOVES 627                     ,45000 HWY 27                  ,DAVENPORT      ,FL,33897,28.2438,-81.6577,COMDATA   ,Loves                                   , @Love's #627, True,Waverly Barn Road,Davenport,FL,33897
FL175     ,LOVES 620                     ,HWY 20 & HWY 301              ,HAWTHORNE      ,FL,32640,29.602,-82.0868,COMDATA   ,Loves                                   , @Love's #620, True,22200 Southeast 57th Avenue,Hawthorne,FL,32640
FL189     ,PILOT 1046                    ,210 US HIGHWAY 27             ,SOUTH BAY      ,FL,33493,26.6662,-80.7163,COMDATA   ,Pilot                                   , @Pilot Travel Center #1046, True,414 Northwest 1st Street,South Bay,FL,33493
FL205     ,LOVES 683                     ,HWY 27 & STATE RD 78          ,MOORE HAVEN    ,FL,33471,26.8353,-81.132,COMDATA   ,Loves                                   , @Love's #683, True,"US-27, FL-25, FL-78",Moore Haven,FL,33471
FL222     ,FLYING J 622                  ,100 NORTH KINGS HWY           ,ST. LUCIE      ,FL,34945,27.4496,-80.3981,COMDATA   ,Pilot                                   , @Flying J #622, True,100 North Kings Highway  (FL-713),Fort Pierce,FL,34945
FL230     ,FLYING J 623                  ,32670 BLUE STAR HWY           ,QUINCY         ,FL,32343,30.4931,-84.4296,COMDATA   ,Pilot                                   , @Flying J #623, True,"32670 Memorial Blue Star Highway  (US-90, FL-10)",Midway,FL,32343
FL233     ,LOVES 316                     ,1657 NORTH HWY 1              ,ORMOND BEACH   ,FL,32174,29.3401,-81.1345,COMDATA   ,Loves                                   , @Love's #316, True,253 Destination Daytona Lane,Ormond Beach,FL,32174
FL234     ,FLYING J 624                  ,29933 STATE ROAD 52           ,DADE CITY      ,FL,33576,28.3263,-82.3218,COMDATA   ,Pilot                                   , @Flying J #624, True,29865 FL-52,San Antonio,FL,33576
